prem	hyp	label	annotated_label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	general_q2	subject_q2	object_q2	pairID	genre
The director, Michael Mann, has never tried to tell a story as complex (or nonviolent) as The Insider , and he and his co-screenwriter, Eric Roth, don't shape their narrative very satisfyingly.	Michael Mann made his directorial debut in it.	contradiction	neutral	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	-	-	-	22462n	slate
I hope this correspondence finds you and your family doing well.	This communication will find you and your family doing well, I wish.	entailment	entailment	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	-	-	-	72752e	letters
and uh my daughter gets irate when i when i do that because you know she's a teenager	My daughter never gets mad when I do that.	contradiction	contradiction	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	-	-	-	88765c	telephone
Following publication of the proposed rule (58 Fed.	The proposed rule was not allowed to be published.	contradiction	contradiction	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	62664c	government
you want to punch the button and go	You should go after punching the button.	entailment	entailment	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	-	-	-	20648e	telephone
Small boats tie up here with batches of crayfish, fresh fish, and eel, and housewives clamor for the fishermen to weigh their choices on rudimentary scales.	The fishermen fish crayfish, fresh fish, and eel.	entailment	entailment	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	-	-	10379e	travel
Although research is beginning to provide answers regarding factors that may increase the risk for SIDS and suggest actions parents can take to reduce the risks, these measures will not save all babies.	Research fails to give us any answers about what causes SIDS.	contradiction	contradiction	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	-	-	-	88407c	letters
Bin Ladin saw himself as called to follow in the footsteps of the Messenger and to communicate his message to all nations, and to serve as the rallying point and organizer of a new kind of war to destroy America and bring the world to Islam.	Bin Laden thought he was called to follow in the Messenger's footsteps.	entailment	entailment	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	-	-	-	59842e	nineeleven
In the moment of victory, Tuppence betrayed a somewhat unsportsmanlike triumph.	Tuppence was triumphant.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	68165e	fiction
"""him?"""" she asked."""	She asked about him.	entailment	entailment	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-	-	-	59453e	fiction
It is great to know that people, like you, who have graduated from our program are willing to support us in such a significant way.	We like the knowledge that people who have graduated from our program will give us money. 	entailment	neutral	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-	-	-	9377e	letters
Monday's Question (No.	There was a question on Monday.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	101525e	slate
Let's assume that the store's demand for the size-8 Levi's jeans last week can be described by the distribution in Figure 6.1.	Figure 6.1 shows the demand for wrangler jeans in a size 8.	contradiction	contradiction	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-	-	-	56252c	oup
The key question may be not what Hillary knew but when she knew it.	We know Hillary knew it, the question is when she knew it.	entailment	entailment	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	-	-	-	73751e	slate
I was on this earth you know, I've lived on this earth for some reason, I just don't know what it is yet.	I don't yet know the reason why I have lived on earth. 	entailment	entailment	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	-	-	-	136158e	facetoface
Candle grease? 	It was not candle grease.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	97569c	fiction
What's needed, alongside an evacuation plan, is a realistic program to stabilize conditions for those left behind.	Once everyone has been evacuated as much as possible, we can't worry about those left behind.	contradiction	contradiction	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	-	-	-	145863c	slate
Where are you going?	Where have you been?	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-	-	-	141877c	fiction
It is a contraction of gung-yeh ho-dzo , `industrial cooperation, 'and it caught on because it is easy to pronounce, as in 'Nam or the States .  'Nam by itself is no more derogatory or misleading than shortening airplane or telephone or gung-ho .	It is considered derogatory to shorten the words airplane and telephone.	contradiction	contradiction	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	-	-	-	109201c	verbatim
you know like CODA comes out of your out of your pay and the credit union comes out of your pay so we don't have to do anything there and the rest of it as far as my salary goes i just have it automatically deposited in into our bank	What remains of my salary goes into our bank.	entailment	entailment	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	-	-	-	620e	telephone
Although there have been specialized spinning and weaving mills, the great majority of output is produced in enterprises that engage in both operations.	It's not plausible for a company to take care of both spinning and weaving.	contradiction	contradiction	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	-	-	-	106254c	oup
eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.	There are rules that would apply if a state does not enforce the statutory requirements.	entailment	entailment	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-	-	-	917e	government
The Campaign is directed at law firms and businesses having 10 or more alumni.	The campaign is directed towards anyone with a checkbook. 	contradiction	contradiction	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	-	-	-	41941c	letters
At 7:15, a pair of them, Khalid al Mihdhar and Majed Moqed, checked in at the American Airlines ticket counter for Flight 77, bound for Los Angeles.	Khalid al Mihdhar and Majed Moqed checked in at the Delta ticket counter.	contradiction	contradiction	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	-	-	-	74320c	nineeleven
The final rule was determined to be an economically significant regulatory action by the Office of Management and Budget and was approved by OMB as complying with the requirements of the Order on March 26, 1998.	The final rule was declared not to be an economically significant regulator action.	contradiction	entailment	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	-	-	-	65191c	government
We look forward to receiving comments from the readers of this paper.	They discourage people from making comments about the paper.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	137040c	government
But it is patently ridiculous to refer to someone whose sex is known as a chairperson .  Chair should be reserved for the office of the chairperson, not the person holding the office.	Calling someone whose sex is known a chairperson is not so intelligent.	entailment	entailment	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	-	-	-	71527e	verbatim
The recommendation comes from the court's Task Force on Civil Equal Justice Funding, created in 2001 to look for ways to cope with the sparse amount of money available for such cases.	There has always been more than enough funding for such cases. 	contradiction	contradiction	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	-	-	-	23515c	government
Excessive stimulation also causes them to withdraw as they try to shield themselves from a stimulus deluge, thereby creating conditions that, paradoxically, are much like stimulus deprivation!	Too much stimulation causes them to withdraw, often times forming a stimulus deprivation.	entailment	entailment	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	-	-	-	44962e	oup
He was born Siddhartha Gautama in a grove of sal trees at Lumbini (just across the Nepalese border) around the year 566 b.c.	Siddartha Gautama's mother gave birth to him in the centre of the tree grove. 	entailment	neutral	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	-	-	-	92211n	travel
Case Studies in Science Education.	Case studies in writing.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	141314c	government
Through the year, we also offer a number of different programs -- including scouting, basketball and after-school activities -- to help children develop talents, character and self-esteem.	They have sports and after school programs.	entailment	entailment	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	-	-	-	63660e	letters
The notable thing for me about the Left Behind series--beside the fact that few in the secular media have noticed that millions of Americans are busy reading books warning about the imminence of one-world government, mass death, and the return of the Messiah, is that all the Jewish characters are Christian.	There is no reference to religion in the Left Behind series.	contradiction	contradiction	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	-	-	-	40115c	slate
yeah what do you do	What is it that you do?	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	-	-	-	22818e	telephone
Although changes in how managers orchestrate production flow through the sewing room are starting to make a difference, shifts in the practices of shop-floor workers have more to do with new human resource policies than equipment.	Equipment is the biggest reason there have been shifts in the practices of shop-floor workers.	contradiction	contradiction	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	-	-	-	62729c	oup
You can't take it with you--neither can I, unfortunately.	You are not able to bring it with you. 	entailment	entailment	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	-	-	-	130238e	verbatim
 the winged Victory of Samothrace and the beautifully proportioned Venus de Milo.	The Venus de Milo has beautiful proportions.	entailment	entailment	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	-	-	-	1575e	travel
Granddad had seen something one night.	One night, Grandfather saw something. 	entailment	entailment	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-	-	-	58661e	facetoface
We first turn to the problem of forecasting sales in retail stores.	The first issue to look at is sales forecasting.	entailment	entailment	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-	-	-	62964e	oup
because i don't want to my mother was also a domineering type of personality because she had to take over the things that my dad fell short in	My mother was domineering since she filled in my father's shoes.	entailment	entailment	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	-	-	-	107152e	telephone
an d now we got the governor she's going to do that	Now we have the governor, there is no way she is going to do it.	contradiction	contradiction	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-	-	-	96170c	telephone
so he donates a lot not everything but a lot of the material then what he doesn't donate we just go out and buy	He donates all of the material.	contradiction	entailment	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	-	-	-	12870c	telephone
Do you think I should be concerned?	Do you think it is a problem?	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-	-	-	71832n	slate
Like neither, like I'm the first one in my family to go to college on my dad's side.	I'm one of a long line of college graduates from my dad's side.	contradiction	contradiction	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	-	-	-	140307c	facetoface
Corroboration is not readily forthcoming from the OED, unless we accept a citation from Lydgate, dated c 1450: Pryd gothe beforen And schame comythe aftyr, and blawythe horne.	We must accept a citation from Lydgate, to get corrobortion from the OED.	entailment	entailment	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	-	-	-	21801e	verbatim
The Tunnel of Eupalinos can be explored but it's not for the claustrophobic.	The tunnel of Eupalinos is only one foot in diameter, barely large enough for a child to squeeze through.	contradiction	neutral	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	-	-	-	84901n	travel
It seeks genuine direct elections after a period that is sufficient to organize alternative parties and prepare a campaign based on freedom of speech and other civil rights, the right to have free trade unions, the release of more than 200 political prisoners, debt relief, stronger penalties for corruption and pollution, no amnesty for Suharto and his fellow thieves, and a respite for the poor from the hardest edges of economic reform.	A real direct election is necessary after so many pitfalls have come up in society.	entailment	entailment	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	-	-	-	98445e	slate
Two aromatic aniseed drinks are also produced locally.	The aniseed drinks have a good smell to them.	entailment	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	105069n	travel
Like when I lived at home, we did not get along at all for anything in the world; we would fight all the time.	We never had any fights while at home.	contradiction	contradiction	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	-	-	-	74187c	facetoface
Tax dollars that would have been spent on public assistance are saved.	It saves money from taxes that would go to public assistance.	entailment	entailment	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-	-	-	8377e	letters
Some family members who listened to the recording report that they can hear the voice of a loved one among the din.	Folks who listened to the tape heard their family members on it.	entailment	entailment	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	-	-	-	28290e	nineeleven
The Star reports that actress Jodie Foster is pregnant through artificial insemination.	It has been reported by The Star that Jodie Foster is not pregnant	contradiction	contradiction	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	-	-	-	94486c	slate
In Texas, the ability to produce fairly stated external financial reports was only the first step in building a more effective, resultsoriented government.	The first step to building a more effective government in Texas was the ability to produce fairly stated external financial reports.	entailment	entailment	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	-	-	-	90846e	government
