	Unnamed: 0	prem	hyp	label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	pairID	genre	s1	s2	bag_of_words	aloxatel/bert-base-mnli	esim
1794	2624	Maybe we'll soon have Heroin (or Heroine, or Heroine), Smack, and Coke, (though we can be sure that the company coming up with the last of these will hear from you-know-who).	Out of these three, Smack and Coke are easily the most popular.	neutral	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	134534n	verbatim	Maybe we'll soon have Heroin (or Heroine, or Heroine), Smack, and Coke, (though we can be sure that the company coming up with the last of these will hear from you-know-who).	Out of these three, Smack and Coke are easily the most popular.	neutral	neutral	neutral
1795	2625	I took to him at once.	I like him even more now. 	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	44550n	fiction	I took to him at once.	I like him even more now. 	neutral	neutral	neutral
1796	2626	Throughout much of the post-World War II era, the majority of men's shirts sold in the United States were white dress shirts, primarily through department stores.	The white dress shirts were the most comfortable to wear.	neutral	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	121624n	oup	Throughout much of the post-World War II era, the majority of men's shirts sold in the United States were white dress shirts, primarily through department stores.	The white dress shirts were the most comfortable to wear.	entailment	neutral	neutral
1797	2627	Smart men make good thieves, as long as they're desperate.	Most thieves are desperate.	neutral	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	121393n	fiction	Smart men make good thieves, as long as they're desperate.	Most thieves are desperate.	neutral	neutral	entailment
1798	2628	The building will also house two smaller volunteer-based programs, the Multi-Cultural Law Center and the Senior Lawyer Volunteer Project.	In order to save on expenses these two entities will share the space.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13035n	government	The building will also house two smaller volunteer-based programs, the Multi-Cultural Law Center and the Senior Lawyer Volunteer Project.	In order to save on expenses these two entities will share the space.	neutral	neutral	neutral
1799	2629	Perhaps the fascination with man's past grew out of the obsession with ruins evinced by Romanticism; certainly, modern archaeology seems to have followed close behind, for the excavation of the supposed site of Troy took place only about 100 years ago.	People became fascinated with history because they romanticized it, 	neutral	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	61368e	verbatim	Perhaps the fascination with man's past grew out of the obsession with ruins evinced by Romanticism; certainly, modern archaeology seems to have followed close behind, for the excavation of the supposed site of Troy took place only about 100 years ago.	People became fascinated with history because they romanticized it, 	neutral	entailment	neutral
1800	2630	In the market proper, spices and grain are piled up in multi-colored mountains; merchants chant as they measure out separate lots of five kilos three, three, three, four, four, four, and five, five, five. 	Tourists can buy saffron at this market more inexpensively than they can in the west.	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73537n	travel	In the market proper, spices and grain are piled up in multi-colored mountains; merchants chant as they measure out separate lots of five kilos three, three, three, four, four, four, and five, five, five. 	Tourists can buy saffron at this market more inexpensively than they can in the west.	neutral	neutral	neutral
1801	2631	Additionally, GAO's FederalInformationSystemControlsAuditManualis now used by most major federal audit entities to evaluate computerrelated controls.	GAO's system is ranked the best by most federal audit entities.	neutral	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	98197n	government	Additionally, GAO's FederalInformationSystemControlsAuditManualis now used by most major federal audit entities to evaluate computerrelated controls.	GAO's system is ranked the best by most federal audit entities.	entailment	neutral	neutral
1802	2632	That was the deal for them to get off my back and let me do what I wanted to do.	I agreed to being financially cut-off so that I could do what I wanted.	neutral	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	117131n	facetoface	That was the deal for them to get off my back and let me do what I wanted to do.	I agreed to being financially cut-off so that I could do what I wanted.	neutral	entailment	entailment
1803	2633	"""There's one thing, he thought to himself, """"they can't go on shooting."""	He thought that they could not keep shooting because they were very tired.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	111294n	fiction	"""There's one thing, he thought to himself, """"they can't go on shooting."""	He thought that they could not keep shooting because they were very tired.	neutral	neutral	neutral
1804	2634	yeah well we veered from the subject	Indeed we go away from the original subject because we got distracted.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	54311n	telephone	yeah well we veered from the subject	Indeed we go away from the original subject because we got distracted.	entailment	neutral	neutral
1805	2635	Keep your eyes open for Renaissance details, grand doorways, and views into lovely courtyards.	The Renaissance features are very easy to notice.	neutral	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	48553n	travel	Keep your eyes open for Renaissance details, grand doorways, and views into lovely courtyards.	The Renaissance features are very easy to notice.	contradiction	neutral	neutral
1806	2636	They crossed the Forth from Dunfermline at the narrows known to this day as Queensferry.	Queensferry is where the Queen was born.	neutral	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	91783n	travel	They crossed the Forth from Dunfermline at the narrows known to this day as Queensferry.	Queensferry is where the Queen was born.	neutral	neutral	neutral
1807	2637	So please become an Audubon Society Member now!	Here's how to become an Audobon Society member.	neutral	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	50129e	letters	So please become an Audubon Society Member now!	Here's how to become an Audobon Society member.	contradiction	entailment	entailment
1808	3438	Black cover with white, black and white.	The cover of the album was colorful.	contradiction	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	35209c	facetoface	Black cover with white, black and white.	The cover of the album was colorful.	neutral	neutral	neutral
1809	3439	He said to me, You have to go, he said to me.	He didn't say anything to me about having to go.	contradiction	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	79302c	facetoface	He said to me, You have to go, he said to me.	He didn't say anything to me about having to go.	contradiction	contradiction	contradiction
1810	3440	. Mr. Whopsle, being knocked up, was in such a very bad temper. 	Mr. Whopsle had a cheery attitude.	contradiction	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	47107c	verbatim	. Mr. Whopsle, being knocked up, was in such a very bad temper. 	Mr. Whopsle had a cheery attitude.	contradiction	contradiction	contradiction
1811	3441	There are a lot of barriers that keep people from  physical and mental disabilities, history of welfare dependency and lack of education or self-esteem.	A lot of barriers exist, that keep people from physical and mental disabilities, history of welfare dependency and lack of self-esteem or education.	entailment	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	138787e	letters	There are a lot of barriers that keep people from  physical and mental disabilities, history of welfare dependency and lack of education or self-esteem.	A lot of barriers exist, that keep people from physical and mental disabilities, history of welfare dependency and lack of self-esteem or education.	entailment	entailment	entailment
1812	3442	While his allied Islamist groups were focused on local battles, such as those in Egypt, Algeria, Bosnia, or Chechnya, Bin Ladin concentrated on attacking the far enemy-the United States.	Bin Ladin was focused on attacking the United States, the enemy far away.	entailment	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	137141e	nineeleven	While his allied Islamist groups were focused on local battles, such as those in Egypt, Algeria, Bosnia, or Chechnya, Bin Ladin concentrated on attacking the far enemy-the United States.	Bin Ladin was focused on attacking the United States, the enemy far away.	entailment	entailment	contradiction
1813	3443	Trial of Galileo	Galileo's Trial	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	94000e	travel	Trial of Galileo	Galileo's Trial	contradiction	entailment	entailment
1814	3444	yeah it's true it is in in fact i have a friend of mine that moved to North Carolina she's um an emergency room nurse she does the operating room	I have no friends who work in the medical field.	contradiction	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1364c	telephone	yeah it's true it is in in fact i have a friend of mine that moved to North Carolina she's um an emergency room nurse she does the operating room	I have no friends who work in the medical field.	contradiction	contradiction	contradiction
1815	3445	Yiddish is written in the characters of the Hebrew alphabet and from right to left and enjoys borrowing words from Russian, Polish, English, and all the other languages and countries along the routes that Jews have traveled during the past thousand years.	Yiddish is written from right to left, and borrows words from a range of other languages.	entailment	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	141862e	verbatim	Yiddish is written in the characters of the Hebrew alphabet and from right to left and enjoys borrowing words from Russian, Polish, English, and all the other languages and countries along the routes that Jews have traveled during the past thousand years.	Yiddish is written from right to left, and borrows words from a range of other languages.	entailment	entailment	entailment
1816	3446	Both were run by editors (Paul Williams, Jann Wenner) who saw rock stars as modern poets and voices of their generation.	Both were operated by editors who fancied rock stars as modern poets.	entailment	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	130310e	slate	Both were run by editors (Paul Williams, Jann Wenner) who saw rock stars as modern poets and voices of their generation.	Both were operated by editors who fancied rock stars as modern poets.	entailment	entailment	entailment
